Rank,School Name,School Type,Early Career Pay,Mid-Career Pay,% High Meaning,% STEM Degrees
679 (tie),Frostburg State University,State School,46400,83100,0.51,0.14
679 (tie),Medical University of South Carolina,State School,55600,83100,0.91,0.05
679 (tie),Northern Kentucky University,"For Sports Fans, State School",45800,83100,0.44,0.1
679 (tie),Nova Southeastern University,"Private School, Research University",48200,83100,0.6,0.09
679 (tie),South Dakota State University,"Research University, For Sports Fans, State School",47900,83100,0.59,0.16
679 (tie),Western Connecticut State University,State School,48200,83100,0.5,0.07
687 (tie),Daemen College,Private School,43400,83000,0.7,0.01
687 (tie),Dallas Baptist University,"Private School, Religious, Research University",46400,83000,0.61,0.04
687 (tie),Adventist University of Health Sciences,"Private School, Religious",51500,83000,0.91,0.06
687 (tie),Franklin College,"Liberal Arts School, Private School, Religious",45100,83000,0.44,0.23
687 (tie),Trine University,Private School,51600,83000,0.52,0.36
687 (tie),University of Minnesota-Morris,"Liberal Arts School, State School",44400,83000,0.59,0.36
687 (tie),Winona State University,State School,46700,83000,0.52,0.11
694 (tie),Birmingham Southern College,"Liberal Arts School, Private School, Religious",45600,82900,0.53,0.25
694 (tie),Carthage College,"Liberal Arts School, Private School, Religious",46200,82900,0.43,0.16
694 (tie),Eckerd College,"Liberal Arts School, Private School, Religious",45300,82900,0.52,0.25
694 (tie),Lincoln University of Pennsylvania,State School,47300,82900,N/A,0.1
694 (tie),"Union College - Lincoln, NE","Private School, Religious",45200,82900,0.58,0.16
699 (tie),Azusa Pacific University,"Private School, Religious, Research University",47200,82800,0.6,0.03
699 (tie),CUNY York College,State School,46300,82800,0.57,0.1
699 (tie),Ferris State University,State School,48300,82800,0.49,0.08
699 (tie),Georgia Southern University,"Research University, For Sports Fans, State School",46300,82800,0.5,0.18
699 (tie),Missouri State University-Springfield,"For Sports Fans, State School",43000,82800,0.5,0.08
704 (tie),Dominican University,"Private School, Religious",46600,82700,0.43,0.06
704 (tie),Ottawa University-Ottawa,"Private School, Religious",48900,82700,0.55,0.1
704 (tie),Wright State University-Main Campus,"Research University, For Sports Fans, State School",47400,82700,0.5,0.31
707,University of Baltimore,State School,49500,82600,0.55,0.02
708 (tie),McNeese State University,"For Sports Fans, State School",47700,82500,0.59,0.13
708 (tie),New College of Florida,"Liberal Arts School, State School",43700,82500,0.4,0
708 (tie),"University of Maryland, Baltimore",State School,57200,82500,0.73,0.04
712 (tie),Edgewood College,"Private School, Religious, Research University",46500,82400,0.53,0.06
712 (tie),Metropolitan State University of Denver,State School,46800,82400,0.51,0.1
712 (tie),SUNY College at Oswego,State School,42800,82400,0.42,0.1
712 (tie),Virginia Commonwealth University,"Research University, For Sports Fans, State School",47000,82400,0.53,0.17
716 (tie),Benedictine University,"Private School, Religious, Research University",47600,82300,0.56,0.06
716 (tie),Indiana University-Purdue University-Indianapolis,"Research University, For Sports Fans, State School",48000,82300,0.55,0.13
716 (tie),Saint Mary's College,"Liberal Arts School, Private School, Religious",47100,82300,0.52,0.16
716 (tie),The University of Findlay,"Private School, Religious",46500,82300,0.53,0.03
720 (tie),Chaminade University of Honolulu,"Private School, Religious",43200,82200,0.55,0.04
720 (tie),Texas A & M University-Commerce,"Research University, State School",44200,82200,0.54,0.11
720 (tie),University of Northern Iowa,"For Sports Fans, State School",44900,82200,0.48,0.09
723 (tie),Alma College,"Liberal Arts School, Private School, Religious",45700,82100,0.58,0.17
723 (tie),Bridgewater State University,State School,44700,82100,0.52,0.08
723 (tie),Champlain College,Private School,48800,82100,0.38,0.17
723 (tie),Notre Dame of Maryland University,"Private School, Religious",48100,82100,0.6,0.03
727 (tie),Coe College,"Liberal Arts School, Private School, Religious",46000,82000,0.41,0.19
727 (tie),Mount Saint Joseph University,"Private School, Religious",43500,82000,0.55,0.05
727 (tie),Eastern Connecticut State University,State School,46300,82000,0.43,0.13
727 (tie),University of Indianapolis,"Private School, Religious",45600,82000,0.59,0.05
727 (tie),The University of Texas at San Antonio,"Research University, For Sports Fans, State School",47200,82000,0.55,0.22
732,University of Detroit Mercy,"Private School, Religious, For Sports Fans",50900,81900,0.58,0.19
733 (tie),Baptist Memorial College of Health Sciences,"Private School, Religious",51500,81800,0.89,0.03
733 (tie),Immaculata University,"Private School, Religious, Research University",47600,81800,0.62,0.02
733 (tie),Methodist College,Private School,49100,81800,N/A,0
733 (tie),Roanoke College,"Liberal Arts School, Private School, Religious",45200,81800,0.52,0.17
733 (tie),SUNY Cortland,State School,43400,81800,0.53,0.06
733 (tie),University of Alabama at Birmingham,"Research University, For Sports Fans, State School",46000,81800,0.6,0.17
733 (tie),University of St Francis,"Private School, Religious",48000,81800,0.7,0.04
733 (tie),York College Pennsylvania,Private School,48400,81800,0.43,0.11
741 (tie),Clarion University of Pennsylvania,State School,41900,81700,0.47,0.08
741 (tie),Simpson College,"Liberal Arts School, Private School, Religious",46500,81700,0.49,0.17
741 (tie),The University of Texas of the Permian Basin,State School,47500,81700,0.59,0.19
744 (tie),University of Saint Joseph,"Private School, Religious",47300,81600,0.64,0.08
744 (tie),The College of Idaho,"Liberal Arts School, Private School",42400,81600,0.43,0.18
744 (tie),University of Akron Main Campus,"Research University, For Sports Fans, State School",48100,81600,0.5,0.19
747 (tie),Indiana University of Pennsylvania-Main Campus,"Research University, State School",44200,81500,0.5,0.06
747 (tie),National Louis University,"Private School, Research University",46100,81500,0.64,0
747 (tie),SUNY College at Potsdam,State School,40600,81500,0.56,0.15
747 (tie),San Francisco Art Institute,"Art, Private School",46800,81500,N/A,0
747 (tie),University of Louisville,"Research University, For Sports Fans, State School",47000,81500,0.5,0.18
752 (tie),DeSales University,"Private School, Religious",47400,81400,0.57,0.08
752 (tie),University of North Georgia,State School,43400,81400,0.54,0.09
752 (tie),Western Illinois University,"For Sports Fans, State School",44100,81400,0.5,0.11
755 (tie),Campbell University,"Private School, Religious, For Sports Fans",43100,81300,0.56,0.09
755 (tie),Cleveland State University,"Research University, For Sports Fans, State School",46900,81300,0.5,0.17
755 (tie),George Fox University,"Private School, Religious",49300,81300,0.55,0.08
755 (tie),Indiana Institute of Technology,"Business, Private School",47200,81300,0.5,0.12
755 (tie),Southern Utah University,"For Sports Fans, State School",44200,81300,0.66,0.07
755 (tie),West Virginia Wesleyan College,"Private School, Religious",43200,81300,0.58,0.2
761,SUNY College of Technology at Alfred,State School,47900,81200,0.52,0.06
762 (tie),Concordia University-Saint Paul,"Private School, Religious",47200,81100,0.57,0.06
762 (tie),SUNY College at Plattsburgh,State School,43400,81100,0.52,0.1
764 (tie),Colorado State University-Pueblo,State School,45500,81000,0.57,0.14
764 (tie),Otterbein University,"Private School, Religious",46300,81000,0.46,0.06
764 (tie),Principia College,"Liberal Arts School, Private School",48300,81000,0.51,0.19
764 (tie),Rosemont College,"Private School, Religious",44500,81000,0.51,0.06
764 (tie),Saint Vincent College,"Liberal Arts School, Private School, Religious",46200,81000,0.59,0.19
764 (tie),Worcester State University,State School,47600,81000,0.48,0.1
770,University of Missouri-St Louis,"Research University, State School",45800,80900,0.51,0.12
771 (tie),East Carolina University,"Research University, For Sports Fans, State School",45600,80800,0.55,0.12
771 (tie),The King?s College,"Liberal Arts School, Private School, Religious",47800,80800,N/A,0
771 (tie),West Texas A & M University,State School,46000,80800,0.63,0.08
774 (tie),California Institute of the Arts,"Art, Private School",48200,80700,0.62,0
774 (tie),Jacksonville University,"Private School, For Sports Fans",50000,80700,0.65,0.05
774 (tie),Southern University and A & M College,"For Sports Fans, State School",45100,80700,0.65,0.18
777 (tie),Angelo State University,State School,44600,80600,0.6,0.09
777 (tie),College of Saint Elizabeth,"Private School, Religious",46900,80600,0.55,0.04
777 (tie),Eastern Michigan University,"Research University, For Sports Fans, State School",44800,80600,0.5,0.07
777 (tie),Franklin Pierce University,Private School,46000,80600,0.52,0.04
777 (tie),Graceland University-Lamoni,"Private School, Religious",46200,80600,0.71,0.03
777 (tie),Queens University of Charlotte,"Private School, Religious",46200,80600,0.45,0.05
777 (tie),Youngstown State University,"For Sports Fans, State School",45500,80600,0.54,0.18
784 (tie),East Stroudsburg University of Pennsylvania,State School,42700,80500,0.56,0.14
784 (tie),Radford University,"For Sports Fans, State School",46200,80500,0.53,0.1
784 (tie),Webster University,"Business, Private School",43200,80500,0.49,0.01
787 (tie),Centenary University,"Private School, Religious",42600,80400,0.47,0.01
787 (tie),Concordia College-New York,"Private School, Religious",46600,80400,0.56,0.04
787 (tie),Northwood University,"Business, Private School",45600,80400,0.47,0.01
787 (tie),Ripon College,"Liberal Arts School, Private School",43600,80400,0.59,0.28
791 (tie),Eastern Nazarene College,"Private School, Religious",46100,80300,0.53,0.07
791 (tie),Olivet Nazarene University,"Private School, Religious",46200,80300,0.64,0.05
791 (tie),Rivier University,"Private School, Religious",47500,80300,0.57,0.33
794 (tie),College of Charleston,"For Sports Fans, State School",44100,80200,0.45,0.2
794 (tie),College of Mount Saint Vincent,"Private School, Religious",48000,80200,0.59,0.08
794 (tie),Ferrum College,"Private School, Religious",42600,80200,0.58,0.08
794 (tie),Metropolitan State University,State School,47900,80200,0.55,0.1
794 (tie),State University of New York at New Paltz,State School,44800,80200,0.44,0.14
794 (tie),Saint Francis Medical Center College of Nursing,"Private School, Religious",49800,80200,N/A,0
794 (tie),Shepherd University,"Liberal Arts School, State School",44100,80200,0.47,0.11
794 (tie),University of West Georgia,"Research University, State School",43600,80200,0.5,0.08
802 (tie),Ball State University,"Research University, For Sports Fans, State School",43100,80100,0.5,0.07
802 (tie),Bellevue University,"Business, Private School",46900,80100,0.57,0.18
802 (tie),Dominican College of Blauvelt,Private School,47800,80100,0.58,0.04
802 (tie),Hardin-Simmons University,"Private School, Religious",45600,80100,0.66,0.08
802 (tie),Luther College,"Liberal Arts School, Private School, Religious",46400,80100,0.54,0.23
802 (tie),University of South Alabama,"Research University, For Sports Fans, State School",46200,80100,0.58,0.17
808 (tie),California State University-Monterey Bay,State School,46200,80000,0.48,0.12
808 (tie),Hanover College,"Liberal Arts School, Private School, Religious",44800,80000,0.51,0.2
808 (tie),Indiana State University,"Research University, For Sports Fans, State School",45800,80000,0.54,0.07
808 (tie),Pennsylvania State University-Penn State Abington,State School,47000,80000,0.47,0.1
812 (tie),Baker University,"Business, Private School, Religious",45300,79900,0.53,0.02
812 (tie),"Bethel University - Saint Paul, MN","Private School, Religious",47800,79900,0.62,0.06
812 (tie),Boise State University,"Research University, For Sports Fans, State School",46800,79900,0.58,0.12
812 (tie),Columbia College Chicago,"Art, Private School",42700,79900,0.38,0
812 (tie),Lewis University,"Private School, Religious",47400,79900,0.54,0.1
812 (tie),Manchester University,"Private School, Religious",44700,79900,0.58,0.08
812 (tie),McKendree University,"Private School, Religious",44200,79900,0.58,0.06
819 (tie),Christopher Newport University,State School,47300,79800,0.53,0.24
819 (tie),Hiram College,"Liberal Arts School, Private School",43400,79800,0.49,0.19
819 (tie),Millersville University of Pennsylvania,State School,45000,79800,0.49,0.15
819 (tie),University of Memphis,"Research University, For Sports Fans, State School",45300,79800,0.56,0.11
823 (tie),American International College,"Private School, Research University",49100,79700,0.51,0.01
823 (tie),Slippery Rock University of Pennsylvania,State School,42900,79700,0.6,0.08
823 (tie),University of Great Falls,"Private School, Religious",43300,79700,0.62,0.08
823 (tie),Wichita State University,"Research University, For Sports Fans, State School",46200,79700,0.55,0.24
827 (tie),Brescia University,"Private School, Religious",42700,79600,N/A,0.05
827 (tie),Caldwell University,"Private School, Religious",44300,79600,0.5,0.07
827 (tie),Dordt College,"Private School, Religious",47200,79600,0.55,0.16
827 (tie),Regis College,"Private School, Religious",49800,79600,0.54,0.02
831 (tie),Goldey-Beacom College,"Business, Private School",47700,79500,0.42,0.33
831 (tie),Lynn University,"Business, Private School",42300,79500,0.4,0.02
831 (tie),Minneapolis College of Art and Design,"Art, Private School",43300,79500,0.36,0
831 (tie),Oral Roberts University,"Private School, Religious, For Sports Fans",43300,79500,0.62,0.1
831 (tie),Pittsburg State University,State School,43900,79500,0.51,0.07
836 (tie),College of St Joseph,"Private School, Religious",45200,79400,0.69,0
836 (tie),Eastern University,"Private School, Religious",42700,79400,0.61,0.02
836 (tie),Millikin University,"Private School, Religious",44300,79400,0.5,0.08
836 (tie),Niagara University,"Private School, Religious, For Sports Fans",42100,79400,0.52,0.07
836 (tie),Ouachita Baptist University,"Liberal Arts School, Private School, Religious",42600,79400,0.57,0.17
836 (tie),Spelman College,"Liberal Arts School, Private School",47500,79400,0.56,0.2
836 (tie),Wartburg College,"Liberal Arts School, Private School, Religious",46100,79400,0.48,0.3
843 (tie),Northwest University,"Private School, Religious",47500,79300,0.48,0.04
843 (tie),Pennsylvania College of Technology,State School,49300,79300,0.5,0.04
845 (tie),Appalachian State University,"For Sports Fans, State School",43900,79200,0.47,0.08
845 (tie),Augusta University,"Research University, State School",46600,79200,0.71,0.1
845 (tie),Nebraska Wesleyan University,"Private School, Religious",43500,79200,0.59,0.1
845 (tie),Northwest Missouri State University,State School,43800,79200,0.54,0.26
845 (tie),Park University,Private School,46400,79200,0.59,0.08
850 (tie),Albright College,"Liberal Arts School, Private School, Religious",46900,79100,0.42,0.13
850 (tie),Carroll University,"Private School, Religious",43300,79100,0.47,0.14
850 (tie),Florida Agricultural and Mechanical University,"Research University, For Sports Fans, State School",45900,79100,0.61,0.09
850 (tie),The College of Saint Scholastica,"Private School, Religious",48300,79100,0.61,0.1
850 (tie),Western Kentucky University,"For Sports Fans, State School",43100,79100,0.5,0.1
855 (tie),Central Michigan University,"Research University, For Sports Fans, State School",45000,79000,0.46,0.11
855 (tie),Illinois College,"Liberal Arts School, Private School, Religious",42800,79000,0.56,0.33
857 (tie),Fort Lewis College,"Liberal Arts School, State School",45400,78900,0.56,0.17
857 (tie),Gwynedd Mercy University,"Private School, Religious",49000,78900,0.67,0.01
857 (tie),Heidelberg University,"Private School, Religious",43200,78900,0.54,0.1
857 (tie),Maharishi University of Management,Private School,42400,78900,N/A,0.45
857 (tie),Shenandoah University,"Private School, Religious, Research University",46100,78900,0.57,0.06
857 (tie),Saint Ambrose University,"Private School, Religious",44500,78900,0.51,0.11
863 (tie),Arcadia University,"Private School, Religious",42600,78800,0.5,0.12
863 (tie),Eastern Washington University,"For Sports Fans, State School",46800,78800,0.54,0.18
863 (tie),Georgetown College,"Liberal Arts School, Private School, Religious",43000,78800,0.53,0.1
863 (tie),Lasell College,Private School,43600,78800,0.34,0
863 (tie),Marymount Manhattan College,"Art, Liberal Arts School, Private School",47800,78800,0.37,0.01
868 (tie),University of Jamestown,"Private School, Religious",46200,78700,0.62,0.06
868 (tie),La Sierra University,"Private School, Religious",46200,78700,0.56,0.11
868 (tie),McMurry University,"Private School, Religious",45200,78700,0.58,0.1
868 (tie),Mercy College,Private School,44300,78700,0.53,0.03
868 (tie),New Jersey City University,State School,46900,78700,0.49,0.08
868 (tie),Southern New Hampshire University,Private School,45600,78700,0.47,0.08
868 (tie),The College of Saint Rose,Private School,41700,78700,0.54,0.04
875 (tie),Lakeview College of Nursing,Private School,51400,78600,N/A,0
875 (tie),"Marian University - Fond Du Lac, WI","Private School, Religious",46100,78600,0.56,0.04
875 (tie),Midwestern State University,State School,47300,78600,0.61,0.14
875 (tie),Muskingum University,"Private School, Religious",41900,78600,0.56,0.08
879 (tie),Belmont University,"Private School, Religious, For Sports Fans",44000,78500,0.49,0.03
879 (tie),Minnesota State University Moorhead,State School,43000,78500,0.55,0.07
879 (tie),Rhode Island College,State School,45000,78500,0.53,0.04
879 (tie),St Thomas University,"Private School, Religious",44400,78500,0.56,0.04
879 (tie),Walsh College of Accountancy and Business Administration,"Business, Private School",48200,78500,0.41,0.05
884 (tie),Aurora University,Private School,44900,78400,0.54,0.03
884 (tie),Fisk University,"Liberal Arts School, Private School",43200,78400,0.54,0.33
884 (tie),Walsh University,"Private School, Religious",44900,78400,0.5,0.09
887 (tie),Agnes Scott College,"Liberal Arts School, Private School, Religious, Sober School",42900,78300,0.55,0.21
887 (tie),Northeastern Illinois University,State School,44100,78300,0.47,0.15
887 (tie),University of Holy Cross,"Private School, Religious",47400,78300,0.78,0.05
890 (tie),Baldwin Wallace University,"Private School, Religious",44500,78200,0.46,0.12
890 (tie),Concordia University-Texas,"Private School, Religious",45800,78200,0.56,0.05
890 (tie),The Evergreen State College,State School,44500,78200,0.49,0
890 (tie),St. Joseph's College-New York,Private School,43700,78200,0.59,0.07
890 (tie),University of Arkansas for Medical Sciences,State School,51200,78200,0.85,0.04
895 (tie),Barry University,"Private School, Religious, Research University",46000,78100,0.64,0.12
895 (tie),Berklee College of Music,"Art, Private School",44700,78100,0.51,0
895 (tie),Maryland Institute College of Art,"Art, Private School",45300,78100,0.35,0
895 (tie),Misericordia University,"Private School, Religious",45000,78100,0.59,0.05
895 (tie),Nicholls State University,"For Sports Fans, State School",42900,78100,0.5,0.04
895 (tie),Northwestern College,"Private School, Religious",42200,78100,0.39,0.14
895 (tie),Ringling College of Art and Design,"Art, Private School",45000,78100,0.4,0
902 (tie),Cleary University,"Business, Private School",43800,78000,0.48,0.02
902 (tie),Kent State University at Kent,"Research University, For Sports Fans, State School",43400,78000,0.48,0.14
902 (tie),Kutztown University of Pennsylvania,State School,42600,78000,0.48,0.07
902 (tie),Lake Superior State University,State School,44400,78000,0.54,0.12
902 (tie),Point Park University,Private School,42500,78000,0.46,0.03
902 (tie),Saint Joseph's College of Maine,"Private School, Religious",45500,78000,0.57,0.02
908 (tie),Concordia University-Portland,"Private School, Religious",44600,77900,0.68,0
908 (tie),Eastern Kentucky University,"For Sports Fans, State School",42600,77900,0.58,0.05
908 (tie),Hollins University,"Liberal Arts School, Private School",40400,77900,0.42,0.07
908 (tie),Longwood University,"For Sports Fans, State School",44500,77900,0.54,0.07
908 (tie),Palm Beach Atlantic University,"Private School, Religious",43100,77900,0.6,0.04
908 (tie),School of the Art Institute of Chicago,"Art, Private School",44700,77900,0.42,0
908 (tie),Troy University,"For Sports Fans, State School",42600,77900,0.6,0.08
908 (tie),University of the District of Columbia,State School,48400,77900,0.55,0.1
908 (tie),Utica College,Private School,45100,77900,0.59,0.03
917 (tie),Charter Oak State College,"Liberal Arts School, State School",48000,77800,0.65,0
917 (tie),Colby-Sawyer College,Private School,44100,77800,0.47,0.09
917 (tie),Keene State College,State School,46100,77800,0.48,0.06
917 (tie),Southwestern College,"Private School, Religious",46600,77800,0.53,0.11
917 (tie),Texas Lutheran University,"Private School, Religious",44100,77800,0.49,0.16
917 (tie),University of Wisconsin-Oshkosh,State School,45300,77800,0.55,0.09
923 (tie),Andrews University,"Private School, Religious, Research University",44400,77700,0.58,0.07
923 (tie),Bridgewater College,"Liberal Arts School, Private School, Religious",41800,77700,0.52,0.18
923 (tie),The University of the Arts,"Art, Private School",44100,77700,0.4,0
926 (tie),Capital University,"Private School, Religious",45500,77600,0.59,0.06
926 (tie),Concordia College at Moorhead,"Liberal Arts School, Private School, Religious",44900,77600,0.63,0.19
926 (tie),Delaware State University,"For Sports Fans, State School",43400,77600,0.62,0.12
926 (tie),Elmira College,"Liberal Arts School, Private School",44900,77600,0.6,0.08
926 (tie),John Brown University,"Business, Private School",44000,77600,0.49,0.06
931 (tie),Albertus Magnus College,"Business, Private School, Religious",48500,77500,0.6,0.01
931 (tie),Flagler College-St Augustine,Private School,40800,77500,0.52,0
931 (tie),Indiana University-Purdue University-Fort Wayne,"For Sports Fans, State School",44200,77500,0.53,0.13
931 (tie),University of Illinois at Springfield,State School,43200,77500,0.54,0.47
931 (tie),University of Mary Hardin-Baylor,"Private School, Religious",46200,77500,0.66,0.26
936 (tie),Eastern New Mexico University-Main Campus,State School,42800,77400,0.57,0.05
936 (tie),University of Southern Mississippi,"Research University, For Sports Fans, State School",42900,77400,0.58,0.1
938 (tie),Marymount California University,"Private School, Religious",48000,77300,0.31,0
938 (tie),Southern Oregon University,State School,43000,77300,0.54,0.06
938 (tie),University of Central Missouri,State School,44400,77300,0.55,0.37
938 (tie),University of South Carolina-Upstate,"For Sports Fans, State School",43500,77300,0.5,0.1
938 (tie),Wheeling Jesuit University,"Private School, Religious",42800,77300,0.59,0.09
943 (tie),Cameron University,State School,41000,77200,0.58,0.13
943 (tie),Nyack College,"Private School, Religious",43400,77200,0.62,0.01
943 (tie),Texas Wesleyan University,"Private School, Religious",42700,77200,0.63,0.03
943 (tie),Western Oregon University,State School,42400,77200,0.47,0.06
947 (tie),Rockford University,Private School,44200,77100,0.62,0.1
947 (tie),Trinity International University-Illinois,"Private School, Religious, Research University",42800,77100,0.48,0.01
947 (tie),University of Pittsburgh-Greensburg,"Liberal Arts School, State School",42000,77100,0.43,0.24
950 (tie),Dakota State University,"Engineering, State School",45900,77000,0.54,0.53
950 (tie),St Catherine University,"Private School, Religious",47500,77000,0.68,0.02
950 (tie),University of Wisconsin-River Falls,State School,44400,77000,0.48,0.13
953 (tie),Franklin University,"Business, Private School",45400,76900,0.48,0.07
953 (tie),University of Nebraska at Kearney,State School,41900,76900,0.52,0.08
953 (tie),Westfield State University,State School,44200,76900,0.48,0.07
956 (tie),Pennsylvania State University-Penn State Altoona,State School,47700,76800,0.49,0.27
956 (tie),The University of West Florida,"Research University, State School",42300,76800,0.57,0.12
958 (tie),High Point University,"Private School, Religious, For Sports Fans",45100,76700,0.5,0.1
958 (tie),"Marian University - Indianapolis, IN","Private School, Religious",47600,76700,0.55,0.05
958 (tie),Salem State University,State School,45600,76700,0.55,0.08
958 (tie),University of Saint Francis-Fort Wayne,"Private School, Religious",43600,76700,0.68,0.04
958 (tie),Warner Pacific College,"Private School, Religious",44100,76700,0.57,0.08
958 (tie),Waynesburg University,"Private School, Religious",43700,76700,0.59,0.07
964 (tie),College of Our Lady of the Elms,"Private School, Religious",46700,76600,0.71,0.03
964 (tie),MacMurray College,"Private School, Religious",44200,76600,N/A,0.08
964 (tie),Moore College of Art and Design,"Art, Private School",40200,76600,0.35,0
964 (tie),North Park University,"Private School, Religious",44800,76600,0.55,0.05
964 (tie),Saginaw Valley State University,State School,44100,76600,0.5,0.12
964 (tie),Texas Woman's University,"Research University, State School",46800,76600,0.69,0.04
970,Dillard University,"Liberal Arts School, Private School, Religious",43700,76500,0.72,0.16
971 (tie),East Central University,State School,43000,76400,0.59,0.09
971 (tie),McPherson College,"Private School, Religious",43200,76400,N/A,0.1
973 (tie),Belmont Abbey College,"Private School, Religious",44800,76300,0.44,0.04
973 (tie),Hood College,Private School,44400,76300,0.46,0.33
973 (tie),Lenoir-Rhyne University,"Private School, Religious",45000,76300,0.55,0.08
973 (tie),University of North Carolina School of the Arts,"Art, State School",44200,76300,N/A,0
973 (tie),Southern Connecticut State University,State School,46600,76300,0.52,0.06
973 (tie),University of North Carolina Wilmington,"For Sports Fans, State School",43400,76300,0.49,0.17
973 (tie),The University of Texas at Tyler,State School,47200,76300,0.6,0.13
973 (tie),Viterbo University,"Private School, Religious",46400,76300,0.67,0.02
981 (tie),"Aquinas College - Nashville, TN","Private School, Religious",43200,76200,N/A,0
981 (tie),Southeastern Oklahoma State University,State School,43900,76200,0.56,0.18
981 (tie),University of Central Oklahoma,State School,42900,76200,0.56,0.07
981 (tie),Universidad del Sagrado Corazon,"Private School, Religious",42100,76200,N/A,0.06
985 (tie),Anna Maria College,"Private School, Religious",42200,76100,0.55,0
985 (tie),Franciscan University of Steubenville,"Private School, Religious",44400,76100,0.61,0.07
985 (tie),Lock Haven University,State School,40600,76100,0.52,0.08
985 (tie),Morningside College,"Private School, Religious",42400,76100,0.6,0.08
985 (tie),Ottawa University-Kansas City,"Business, Private School, Religious",45200,76100,N/A,0.02
985 (tie),University of Wisconsin-Parkside,"Liberal Arts School, State School",43400,76100,0.49,0.13
991 (tie),Geneva College,"Private School, Religious",44800,76000,0.66,0.17
991 (tie),Olivet College,"Private School, Religious",43300,76000,0.5,0.13
991 (tie),SUNY Empire State College,State School,45500,76000,0.54,0.05
991 (tie),Southeastern Louisiana University,"For Sports Fans, State School",44000,76000,0.52,0.07
991 (tie),University of Minnesota-Crookston,State School,46500,76000,0.5,0.02
991 (tie),University of Southern Maine,State School,44900,76000,0.55,0.09
997,Marshall University,"For Sports Fans, State School",42300,75900,0.49,0.09
998 (tie),Arkansas State University-Main Campus,"For Sports Fans, State School",42800,75800,0.51,0.05
998 (tie),Defiance College,"Private School, Religious",40100,75800,0.55,0.06
1000 (tie),Grand Valley State University,State School,44500,75700,0.51,0.1
1000 (tie),Saint Leo University,"Private School, Religious",43800,75700,0.62,0.05
1000 (tie),Southern Adventist University,"Private School, Religious",44700,75700,0.68,0.09
1000 (tie),Sweet Briar College,"Liberal Arts School, Private School",43900,75700,0.51,0.28
1000 (tie),Tarleton State University,State School,44000,75700,0.61,0.09
1005 (tie),SUNY at Fredonia,State School,41800,75600,0.46,0.09
1005 (tie),University of Puerto Rico-Rio Piedras,"Research University, State School",42200,75600,0.63,0.17
1005 (tie),University of Southern Indiana,State School,42900,75600,0.51,0.08
1005 (tie),The University of Tennessee-Chattanooga,"For Sports Fans, State School",44200,75600,0.56,0.17
1009 (tie),Becker College,Private School,44900,75500,0.59,0.01
1009 (tie),Colorado Christian University,"Private School, Religious",44600,75500,0.65,0.01
1009 (tie),Concordia University-Wisconsin,"Private School, Religious",45100,75500,0.6,0.07
1009 (tie),Southern Vermont College,Private School,42900,75500,0.6,0.11
1013 (tie),Clark Atlanta University,"Private School, Religious, Research University",44300,75400,0.54,0.15
1013 (tie),D'Youville College,Private School,50800,75400,0.7,0.04
1013 (tie),Thomas College,Private School,44200,75400,0.41,0.05
1013 (tie),University of Wisconsin-Stevens Point,State School,43000,75400,0.55,0.14
1017 (tie),Dickinson State University,State School,43800,75300,0.55,0.08
1017 (tie),Eureka College,"Private School, Religious",41600,75300,0.5,0.11
1017 (tie),Jacksonville State University,"For Sports Fans, State School",41700,75300,0.59,0.08
1017 (tie),University of Charleston,Private School,41200,75300,0.53,0.05
1017 (tie),University of Puerto Rico-Medical Sciences,State School,43700,75300,0.58,0.05
1017 (tie),Warren Wilson College,"Liberal Arts School, Private School",41100,75300,0.73,0.09
1017 (tie),Winthrop University,"For Sports Fans, State School",41600,75300,0.45,0.09
1024 (tie),Cardinal Stritch University,"Business, Private School, Religious, Research University",48000,75200,0.52,0.02
1024 (tie),Colorado Mesa University,State School,45300,75200,0.55,0.09
1026 (tie),Alabama A & M University,"For Sports Fans, State School",46200,75100,0.59,0.19
1026 (tie),Lake Erie College,Private School,41100,75100,0.59,0.11
1026 (tie),Mercer University,"Private School, Research University, For Sports Fans",46600,75100,0.64,0.12
1026 (tie),Washburn University,State School,44800,75100,0.54,0.04
1030 (tie),Cornish College of the Arts,"Art, Private School",46300,75000,0.35,0
1030 (tie),Texas Southern University,"Research University, For Sports Fans, State School",44400,75000,0.63,0.1
1030 (tie),Trinity Christian College,"Private School, Religious",44400,75000,0.59,0.05
1033 (tie),Louisiana State University-Shreveport,State School,43000,74800,0.49,0.12
1033 (tie),Murray State University,"For Sports Fans, State School",42300,74800,0.55,0.1
1033 (tie),Plymouth State University,State School,43500,74800,0.5,0.05
1033 (tie),Southwestern Adventist University,"Private School, Religious",42700,74800,N/A,0.07
1037 (tie),Mayville State University,State School,41700,74700,0.55,0.08
1037 (tie),Oklahoma City University,"Private School, Religious",45900,74700,0.58,0.08
1037 (tie),Southern Nazarene University,"Private School, Religious",43500,74700,0.62,0.04
1040 (tie),Roberts Wesleyan College,"Private School, Religious",44700,74600,0.56,0.03
1040 (tie),Rocky Mountain College,"Private School, Religious",43000,74600,0.57,0.11
1040 (tie),Valdosta State University,"Research University, State School",39800,74600,0.57,0.07
1043,Oklahoma Baptist University,"Private School, Religious",43300,74500,0.62,0.07
1044 (tie),Bellevue College,State School,46200,74400,N/A,0.11
1044 (tie),California University of Pennsylvania,State School,41700,74400,0.46,0.06
